org_id,orgname,resolution_type,top_realcode,top_realcode_share,top_realcode_name,assigned_naics3,assigned_naics3_name,assignment_method,assignment_confidence,n_candidates,candidates_list,is_ideology,is_party,is_labor_union,is_public_employee,is_nonprofit,is_lobbyist,no_realcode,llm_model_1,llm_naics3_1,llm_confidence_1,llm_reasoning_1,llm_model_2,llm_naics3_2,llm_confidence_2,llm_reasoning_2,llm_model_3,llm_naics3_3,llm_confidence_3,llm_reasoning_3,llm_consensus,llm_rounds
2fade3be,us chamber of commerce; us chamber of commerce,ENTITY_RESOLVED,G1100,0.9998359234954824,Chambers of commerce,813,,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
5d9dec39,ending spending; ending spending inc; ending spending,ENTITY_RESOLVED,J4000,0.995069556591945,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
9e70762c,farmer; national council of farmer co-ops; dairy farmer,INDUSTRY_ONLY,A1000,0.9281547571325428,Crop production & basic processing,111,,llm_assigned,,2,115|111,False,False,False,False,False,False,False,anthropic/claude-haiku-4.5,111.0,HIGH,"The organization is explicitly identified as a farmer and dairy farmer co-op, which directly corresponds to crop and livestock farming operations classified under NAICS 111 (All Other Miscellaneous Crop Farming) rather than farm management services.",deepseek/deepseek-v3.2,111.0,HIGH,"The organization's name indicates primary agricultural production (dairy farming), which aligns directly with NAICS 111 (Crop Production) rather than farm management services.",google/gemini-3-flash-preview,111.0,HIGH,The organization's description as farmers and crop producers aligns with direct production (111) rather than third-party management services (115).,UNANIMOUS,1.0
cd089839,philanthropist; sam walton/philanthropist; venture philanthropist,ENTITY_RESOLVED,X4110,0.9432470522764218,,,,hardcoded,HIGH,0,,False,False,False,False,True,False,False,,,,,,,,,,,,,,
fb02486f,american bridge 21st century; american bridge 21st century foundation; american bridge 21st century,ENTITY_RESOLVED,J1200,0.98737336451542,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
cd5165e0,real estate; real estate developer; national assn of real estate investment trusts,ENTITY_RESOLVED,F4000,0.5065295180171692,Real estate,5,,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
31c822d9,american federation of teachers; american federation of teachers,ENTITY_RESOLVED,L1300,0.8638923975879116,Teachers unions,813,,llm_assigned,,1,813,False,False,True,False,False,False,False,anthropic/claude-haiku-4.5,813.0,HIGH,"American Federation of Teachers is a labor union organization that falls under NAICS 813 (Membership organizations and associations), specifically representing teachers as a membership-based labor organization.",deepseek/deepseek-v3.2,813.0,HIGH,"The American Federation of Teachers is a labor union, which is classified under NAICS subsector 813 for Religious, Grantmaking, Civic, Professional, and Similar Organizations.",google/gemini-3-flash-preview,813.0,HIGH,"As a labor union representing teachers, it falls directly under Religious, Grantmaking, Civic, Professional, and Similar Organizations, specifically within the sub-category for labor organizations.",UNANIMOUS,1.0
dec4502d,black pac; congressional black caucus pac; black voters matter action pac,ENTITY_RESOLVED,J7500,0.9830032646366408,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
efda68c5,goldman sachs; goldman sachs,ENTITY_RESOLVED,F2300,0.9893224524746156,Investment banking,523,,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
55b5ad8e,koch industries; koch industries,ENTITY_RESOLVED,E1160,0.967132073667827,Petroleum refining & marketing,324,,llm_assigned,,2,324|424,False,False,False,False,False,False,False,anthropic/claude-haiku-4.5,324.0,HIGH,"Koch Industries' 96.7% allocation to petroleum refining & marketing (E1160) with substantial scale ($141.5M) indicates core petroleum refining operations, which maps to NAICS 324 (Petroleum and Coal Products Manufacturing) rather than bulk terminals/distribution.",deepseek/deepseek-v3.2,324.0,HIGH,"The name 'Koch Industries' and its dominant realcode (E1160 - Petroleum refining & marketing) point primarily to the manufacturing and refining of petroleum products, which is core to NAICS 324 (Petroleum and Coal Products Manufacturing), rather than the wholesale distribution covered by 424.",google/gemini-3-flash-preview,324.0,HIGH,Koch Industries is a major global conglomerate whose primary industrial core and historical origin lay in petroleum refining and the manufacturing of chemical products.,UNANIMOUS,1.0
53408288,democratic governors assn; democratic lieutenant governors assn,ENTITY_RESOLVED,Z5200,0.7590370703990394,,,,special_code,,0,,False,True,False,False,False,False,False,,,,,,,,,,,,,,
93f9efac,conservative solutions pac; conservative solutions pac,ENTITY_RESOLVED,J1100,0.9764096115340803,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
8080afb6,freedom partners; freedom partners action fund; freedom partners chamber of commerce,ENTITY_RESOLVED,J1100,0.9913726591562578,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
d39c6e3b,end citizens united & let america vote; citizens united; end citizens united,ENTITY_RESOLVED,J9000,0.8555376573980914,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
5dac24bd,nextgen climate action; nextgen climate action; nextgen climate action,ENTITY_RESOLVED,JE300,0.6950109439857847,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
9f9331e2,the lincoln project,ENTITY_RESOLVED,J9000,1.0,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
ad2d47f9,ftx.us,ENTITY_RESOLVED,F2800,1.0,,,,unknown,,0,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
823c4502,oracle corp; oracle corp,ENTITY_RESOLVED,C5120,0.995191063666919,Computer software,334,"Software and Other Prerecorded Compact Disc, Tape, and",deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
e68b0f9d,statware inc & other firms,ENTITY_RESOLVED,Z9000,1.0,,,,special_code,,0,,False,True,False,False,False,False,False,,,,,,,,,,,,,,
2759c9f3,winred,ENTITY_RESOLVED,Z9600,0.9999786294561196,,,,special_code,,0,,False,True,False,False,False,False,False,,,,,,,,,,,,,,
d979a24f,american medical assn; american podiatric medical assn; american veterinary medical assn,ENTITY_RESOLVED,H1100,0.8811188539308396,Physicians,621,Offices of Physicians (except Mental Health Specialists),deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
a984682c,american future fund; american future fund,ENTITY_RESOLVED,J1100,1.0,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
534b729e,moveon.org; moveon.org,ENTITY_RESOLVED,J1200,0.974220372310053,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
54480438,right to life; national right to life; national right to life,ENTITY_RESOLVED,J7120,0.9895939669114496,,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",validation_override,manual_validation_complete,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
adb1699a,mountaire corp,ENTITY_RESOLVED,A2300,0.9982047474577748,Poultry & eggs,311,,llm_assigned,,3,112|311|424,False,False,False,False,False,False,False,anthropic/claude-haiku-4.5,,ERROR,Expecting value: line 1 column 1 (char 0),openai/gpt-5.2,311.0,HIGH,"Mountaire Corp (Mountaire Farms) is best known as a vertically integrated poultry company centered on slaughtering/processing and packaging chicken products, aligning most directly with NAICS 311 Poultry Processing.",google/gemini-3-flash-preview,311.0,HIGH,Mountaire Farms is primarily known as one of the largest vertically integrated poultry processors in the United States.,MAJORITY,1.0
4132d491,united auto workers; united auto workers; united auto workers,ENTITY_RESOLVED,LM150,0.9683523650174856,Automotive Manufacturing union,336,,llm_assigned,,1,336,False,False,True,False,False,False,False,anthropic/claude-haiku-4.5,336.0,HIGH,"United Auto Workers is a labor union representing automotive manufacturing workers, and NAICS 336 (Motor Vehicle Manufacturing) is the direct industry classification for automotive manufacturing.",deepseek/deepseek-v3.2,336.0,HIGH,"The organization name 'united auto workers' and its dominant CRP catcode LM150 (Automotive Manufacturing union) directly correspond to NAICS-3 code 336 for Transportation Equipment Manufacturing, which includes motor vehicle manufacturing.",google/gemini-3-flash-preview,336.0,HIGH,The United Auto Workers is the primary labor union for employees in the transportation equipment manufacturing sector (NAICS 336).,UNANIMOUS,1.0
a39ec1ee,abc supply; abc inc; abc,ENTITY_RESOLVED,B5000,0.9791105292182708,Building materials,423,,llm_assigned,,4,423|324|326|327,False,False,False,False,False,False,False,anthropic/claude-haiku-4.5,423.0,HIGH,"ABC Supply is a major building materials distributor/wholesaler, and NAICS 423 (Merchant Wholesalers of Lumber, Plywood, Millwork, and Wood Panels) is the standard classification for building materials supply companies.",deepseek/deepseek-v3.2,423.0,HIGH,"The company name 'abc supply' strongly suggests it is a wholesale merchant/distributor of building materials, aligning with NAICS 423 for merchant wholesalers of lumber, plywood, millwork, and wood panels, which best matches the dominant catcode B5000.",google/gemini-3-flash-preview,423.0,HIGH,"ABC Supply is the largest wholesale distributor of roofing, siding, and windows in the United States, aligning perfectly with the merchant wholesale activities of NAICS 423.",UNANIMOUS,1.0
31d98d4d,great america pac,ENTITY_RESOLVED,J1100,0.9994982146162747,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
56236909,credit union national assn; credit union national assn; credit union national assn,ENTITY_RESOLVED,F1300,0.9986782735467612,Credit unions,522,Credit Unions,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
5aeda527,stephens inc; stephens overseas services; stephens inc,ENTITY_RESOLVED,F2300,0.9578199814659768,Investment banking,523,,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
f1b1edd2,america votes; america votes action fund; america votes,ENTITY_RESOLVED,J1200,0.9289238256846176,,,,special_code,,0,,True,False,False,False,False,False,False,,,,,,,,,,,,,,
dd7c66cb,international brotherhood of electrical workers; international brotherhood of electrical workers,ENTITY_RESOLVED,LC150,0.943167557577535,IBEW (Intl Brotherhood of Electrical Workers),238,,llm_assigned,,1,238,False,False,True,False,False,False,False,anthropic/claude-haiku-4.5,238.0,HIGH,"The International Brotherhood of Electrical Workers is a trade union representing electrical workers, and NAICS 238 (Specialized Trade Contractors) is the appropriate classification for electrical contracting and related skilled trades.",deepseek/deepseek-v3.2,238.0,HIGH,"The International Brotherhood of Electrical Workers is a labor union primarily representing workers in the construction and maintenance of electrical systems, which falls squarely under NAICS 238 (Specialty Trade Contractors).",google/gemini-3-flash-preview,813.0,HIGH,"The International Brotherhood of Electrical Workers is a labor union, which falls under NAICS code 813930 (Labor Unions and Similar Organizations) within the 813 subsector.",MAJORITY,1.0
a33e0d67,national auto dealers assn,ENTITY_RESOLVED,T2300,0.9961878947127404,"Auto dealers, new & used",441,New Car Dealers,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
7f52cec9,laborers union; laborers union; laborers union/mid-atlantic,ENTITY_RESOLVED,LB100,0.7775310270169664,Building trades unions,813,,llm_assigned,,1,2,False,False,True,False,False,False,False,anthropic/claude-haiku-4.5,238.0,HIGH,"Laborers Union is a building trades union representing construction workers, which directly corresponds to NAICS 238 (Specialty Trade Contractors) where construction laborers are primarily employed.",deepseek/deepseek-v3.2,813.0,HIGH,"The organization is a laborers union, which is classified under Labor Unions and Similar Labor Organizations (NAICS 81393), falling within the broader NAICS-3 sector 813 (Religious, Grantmaking, Civic, Professional, and Similar Organizations).",google/gemini-3-flash-preview,813.0,HIGH,"The organization is a labor union, which falls under NAICS code 813930 (Labor Unions and Similar Labor Organizations) within the 813 subsector.",MAJORITY,1.0
912b5192,national beer wholesalers assn; national beer wholesalers assn,ENTITY_RESOLVED,G2850,0.9989122749768858,Liquor wholesalers,424,Beer and Ale Merchant Wholesalers,deterministic,HIGH,1,,False,False,False,False,False,False,False,,,,,,,,,,,,,,
